urun_adi,Fiyat_str,gelis_fiyat_usd,baski_kapasitesi,stok,kendi_depomuz,stok_kodu,yazici_uyumluluk_listesi
"BROTHER TN-240Y (210Y,230Y) Yellow (1.4K)",5.83 USD 234.93 TL,5.83,1400,20,1,11356,"BROTHER TN240Y: HL3040, HL3045, HL3070, HL3075, DCP9010, MFC9010, MFC9120, MFC9125, MFC9320, MFC9325"
"BROTHER TN-240M (210M,230M) Magenta (1.4K)",5.83 USD 234.93 TL,5.83,1400,20,0,11355,"BROTHER TN240M: HL3040, HL3045, HL3070, HL3075, DCP9010, MFC9010, MFC9120, MFC9125, MFC9320, MFC9325"
"BROTHER TN-240K (210K,230K) Black (2.2K)",5.83 USD 234.93 TL,5.83,2200,40,1,11353,"BROTHER TN240BK: HL3040, HL3045, HL3070, HL3075, DCP9010, MFC9010, MFC9120, MFC9125, MFC9320, MFC9325"
"BROTHER TN-240C (210C,230C) Cyan (1.4K)",5.83 USD 234.93 TL,5.83,1400,20,0,11354,"BROTHER TN240C: HL3040, HL3045, HL3070, HL3075, DCP9010, MFC9010, MFC9120, MFC9125, MFC9320, MFC9325"
BROTHER TN-2355 (630) Yüksek Kapasite (2.6K),3.26 USD 131.37 TL,3.26,2600,100,4,11599,"BROTHER TN2355 (TN2305): HLL2300, HLL2305, HLL2320, HLL2340, HLL2360, HLL2365, HLL2380, DCPL2500, DCPL2520, DCPL2540, DCPL2560, MFCL2685, MFCL2700, MFCL2703, MFCL2705, MFCL2720, MFCL2740"
"BROTHER TN-2280 (450,2220) Yüksek Kapasite (2.6K)",3.61 USD 145.47 TL,3.61,2600,100,10,11373,"BROTHER TN2280 (TN2260): HL2220, HL2230, HL2240, HL2242, HL2250, HL2270, HL2275, HL2280, HL2800, DCP7060, DCP7065, DCP7070, FAX2840, FAX2845, FAX2940, FAX2950, MFC7240, MFC7360, MFC7365, MFC7460, MFC7860"
"BROTHER TN-2150 (360,2120,2125) Yüksek Kapasite (2.6K)",4.72 USD 190.20 TL,4.72,2600,100,2,15129,"BROTHER TN2150 (TN2130): HL2120, HL2140, HL2150, HL2170, DCP7030, DCP7040, DCP7045, MFC7320, MFC7340, MFC7345, MFC7440, MFC7450, MFC7480, MFC7840"
BROTHER TN-2060 (0.7K),3.14 USD 126.53 TL,3.14,700,100,1,15087,"BROTHER TN2060: HL2130, HL2132, HL2135, DCP7055"
BROTHER TN-2025 (2.5K),4.04 USD 162.80 TL,4.04,2500,20,2,15157,"BROTHER TN2025: HL2030, HL2040, HL2070, DCP7010, DCP7020, DCP7025, DCP7420, FAX2820, FAX2825, FAX2910, FAX2920, MFC7220, MFC7225, MFC7420, MFC7820"
"BROTHER TN-1040 (1000,1020) (1.5K)",2.24 USD 90.26 TL,2.24,1500,100,50,11339,"BROTHER TN1040: HL1110, HL1111, HL1112, HL1210, HL1211, HL1212, DCP1510, DCP1511, DCP1512, DCP1610, DCP1612, MFC1810, MFC1811, MFC1815, MFC1910, MFC 1911"
BROTHER DR-3607 Drum Unit (With Chip) (75K),15.52 USD 625.40 TL,15.52,75000,10,0,16761,"BROTHER DR3607: HL-L5210, HL-L6210, HL-L6410, MFC-L5710, MFC-L5715, MFC-L6710, MFC-L6910, DCP-L5510"
BROTHER DR-3405 (820) Drum Unit (50K),6.17 USD 248.63 TL,6.17,50000,100,2,15001,"BROTHER DR3405: HLL5000, HLL5100, HLL5200, HLL6200, HLL6250, HLL6300, HLL6400, DCPL5500, DCPL5600, DCPL5650, DCPL6600, MFCL5700, MFCL5750, MFCL5755, MFCL5800, MFCL5850, MFCL5900, MFCL6700, MFCL6750, MFCL6800, MFCL6900"
BROTHER DR-3355 Drum Unit (30K),6.04 USD 243.39 TL,6.04,30000,30,1,15067,"BROTHER DR3355: HL5440, HL5450, HL5470, HL6180, DCP8110, DCP8150, DCP8155, DCP8250, MFC8510, MFC8520, MFC8710, MFC8810, MFC8910, MFC8950"
"BROTHER DR-3115,DR-3215 Drum Unit (25K)",7.33 USD 295.37 TL,7.33,25000,50,3,15022,"BROTHER DR3115: HL5240, HL5250, HL5270, HL5280, DCP8060, DCP8065, MFC8460, MFC8470, MFC8660, MFC8670, MFC8860, MFC8870; BROTHER DR3215: HL5340, HL5350, HL5370, HL5380, DCP8070, DCP8080, DCP8085, MFC8370, MFC8380, MFC8480, MFC8680, MTF8690, MFC8880, MFC8890; KONICA MINOLTA A32W021: Bizhub 20"
BROTHER DR-273CL-CMY Color Drum Unit (18K),8.89 USD 358.24 TL,8.89,18000,100,1,12996,"BROTHER DR273CL-CMY: HL-L3210,L3230,L3270,L3280, MFC-L3250,L3710,L3730,L3740,L3750,L3770, DCP-L3510,L3550,L3551"
BROTHER DR-273CL-BK Black Drum Unit (18K),8.89 USD 358.24 TL,8.89,18000,50,0,12995,"BROTHER DR273CL-BK: HL-L3210,L3230,L3270,L3280, MFC-L3250,L3710,L3730,L3740,L3750,L3770, DCP-L3510,L3550,L3551"
BROTHER DR-261 (265) Magenta Drum Unit (15K),11.38 USD 458.58 TL,11.38,15000,1,0,17094,"BROTHER DR261M: HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
BROTHER DR-261 (265) Cyan Drum Unit (15K),11.38 USD 458.58 TL,11.38,15000,0,0,17093,"BROTHER DR261C: HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
BROTHER DR-261 (265) Black Drum Unit (15K),11.38 USD 458.58 TL,11.38,15000,0,0,17092,"BROTHER DR261BK: HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
BROTHER DR-261 (265 ) Yellow Drum Unit (15K),11.38 USD 458.58 TL,11.38,15000,1,0,17095,"BROTHER DR261Y: HL3140, HL3150, HL3170, HL3180, DCP9015, DCP9020, MFC9130, MFC9140, MFC9330, MFC9340"
BROTHER DR-2550 Drum Unit (12K),8.53 USD 343.73 TL,8.53,12000,0,0,17345,"BROTHER DR2550: HLL2461, MFCL2806, MFCL2861, MFCL2886"
BROTHER DR-2406 Drum Unit (12K),5.11 USD 205.92 TL,5.11,12000,100,7,15137,"BROTHER DR2406: HLL2316, HLL2350, HLL2351, HLL2370, HLL2375, HLL2376, HLL2385, HLL2386, DCP-L2351, DCP-L2535, DCP-L2550, DCP-L2395, MFC-L2710, MFC-L2713, MFC-L2715, MFC-L2716, MFC-L2750, MFC-L2751, MFC-L2770, MFC-L2771"
"BROTHER DR-2305 (630,2320) Drum Unit (12K)",4.84 USD 195.04 TL,4.84,12000,50,4,11606,"BROTHER DR2305: HLL2300, HLL2305, HLL2320, HLL2340, HLL2360, HLL2365, HLL2380, DCPL2500, DCPL2520, DCPL2540, DCPL2560, MFCL2685, MFCL2700, MFCL2703, MFCL2705, MFCL2705, MFCL2720, MFCL2740"
BROTHER DR-2255 Drum Unit (12K),4.78 USD 192.62 TL,4.78,12000,100,1,11420,"BROTHER DR2255: HL2130, HL2220, HL2230, HL2240, HL2242, HL2250, HL2270, HL2275, HL2280, HL2800, DCP7055, DCP7060, DCP7065, DCP7070, FAX2840, FAX2845, FAX2940, FAX2950, MFC2360, MFC7240, MFC7360, MFC7365, MFC7460, MFC7470, MFC7860"
BROTHER DR-2125 Drum Unit (12K),5.46 USD 220.02 TL,5.46,12000,20,2,11334,"BROTHER DR2125: HL2120, HL2140, HL2150, HL2170, DCP7030, DCP7040, DCP7045, MFC7320, MFC7340, MFC7345, MFC7440, MFC7450, MFC7480, MFC7840"
BROTHER DR-2025 Drum Unit (12K),6.30 USD 253.87 TL,6.30,12000,50,2,11324,"BROTHER DR2025: DCP7010, DCP7020, DCP7025, DCP7420, FAX2820, FAX2825, FAX2910, FAX2920, HL2030, HL2040, HL2070, MFC7220, MFC7225, MFC7420, MFC7820"
"BROTHER DR-1040 (1000,1020) Drum Unit (10K)",3.93 USD 158.37 TL,3.93,10000,100,10,15027,"BROTHER DR1040: HL1110, HL1111, HL1112, HL1210, HL1211, HL1212, DCP1510, DCP1511, DCP1512, DCP1610, DCP1612, MFC1810, MFC1811, MFC1815, MFC1910, MFC1911"
CANON T13 Chipsiz (10.6K),7.78 USD 313.51 TL,7.78,10600,10,0,16439,CANON T13: i-SENSYS X1440
CANON T13 (10.6K),"42.67 USD 1,719.46 TL",42.67,10600,4,0,16755,CANON T13: i-SENSYS X1440
CANON T12 Yellow (5.3K),17.50 USD 705.19 TL,17.50,5300,10,0,16697,"CANON T12 Y: i-SENSYS X1300, X1333"
CANON T12 Magenta (5.3K),17.50 USD 705.19 TL,17.50,5300,10,0,16696,"CANON T12 M: i-SENSYS X1300, X1333"
CANON T12 Cyan (5.3K),17.50 USD 705.19 TL,17.50,5300,10,0,16695,"CANON T12 C: i-SENSYS X1300, X1333"
CANON T12 Black (7.4K),17.50 USD 705.19 TL,17.50,7400,2,0,16694,"CANON T12 BK: i-SENSYS X1300, X1333"
CANON T09Y > i-SENSYS X-C1127 Yellow (5.9K),23.33 USD 940.12 TL,23.33,5900,7,0,14895,CANON T09Y: i-SENSYS X-C1127
CANON T09M > i-SENSYS X-C1127 Magenta (5.9K),23.33 USD 940.12 TL,23.33,5900,6,0,14894,CANON T09M: i-SENSYS X-C1127
CANON T09C > i-SENSYS X-C1127 Cyan (5.9K),23.33 USD 940.12 TL,23.33,5900,6,0,14893,CANON T09C: i-SENSYS X-C1127
CANON T09BK > i-SENSYS X-C1127 Black (7.6K),23.33 USD 940.12 TL,23.33,7600,10,0,14892,CANON T09BK: i-SENSYS X-C1127
CANON T08 (11K),17.50 USD 705.19 TL,17.50,11000,50,0,13144,CANON T08: X1238
CANON T06 (20k),"40.00 USD 1,611.86 TL",40.00,20000,40,2,13160,CANON T06: ImageRunner 1643
CANON T03 (51.5K),"48.00 USD 1,934.24 TL",48.00,51500,8,0,16325,"CANON T03: IR525, IR527, IR615, IR617, IR715, IR717, IR795, DX527, DX617, DX717"
CANON T02Y Yellow (1606Gr/43k),"95.90 USD 3,864.44 TL",95.90,43000,5,0,16824,"CANON T02Y: imagePRESS C10000VP, C10010VP, C8000VP, C9010VP"
CANON T02M Magenta (1606Gr/43k),"95.90 USD 3,864.44 TL",95.90,43000,5,0,16823,"CANON T02M: imagePRESS C10000VP, C10010VP, C8000VP, C9010VP"
CANON T02K Black (1606Gr/44k),"76.39 USD 3,078.26 TL",76.39,44000,5,0,16821,"CANON T02K: imagePRESS C10000VP, C10010VP, C8000VP, C9010VP"
CANON T02C Cyan (1606Gr/43k),"95.90 USD 3,864.44 TL",95.90,43000,5,0,16822,"CANON T02C: imagePRESS C10000VP, C10010VP, C8000VP, C9010VP"
"CANON T01Y,T07Y Yellow (1030Gr/39.5k)","67.54 USD 2,721.63 TL",67.54,39500,10,0,16816,"CANON T01Y, T07Y: imagePRESS C60, C165, C170, C265, C270, C650, C700, C710, C710CA, C750, C800, C810, C850, C910"
"CANON T01M,T07M Magenta (1030Gr/39.5k)","67.54 USD 2,721.63 TL",67.54,39500,10,0,16815,"CANON T01M, T07M: imagePRESS C60, C165, C170, C265, C270, C650, C700, C710, C710CA, C750, C800, C810, C850, C910"
"CANON T01K,T07K Black (1650Gr/56k)","78.03 USD 3,144.34 TL",78.03,56000,10,0,16813,"CANON T01K, T07K: imagePRESS C60, C165, C170, C265, C270, C650, C700, C710, C710CA, C750, C800, C810, C850, C910"
"CANON T01C,T07C Cyan (1030Gr/39.5k)","67.54 USD 2,721.63 TL",67.54,39500,10,0,16814,"CANON T01C, T07C: imagePRESS C60, C165, C170, C265, C270, C650, C700, C710, C710CA, C750, C800, C810, C850, C910"
"CANON G-51,GPR-35,C-EXV33 (700Gr) (14.6K)",8.65 USD 348.57 TL,8.65,14600,100,1,18392,"CANON C-EXV33, GPR35, G51: IR2520, IR2525, IR2530"
"CANON G-28,GPR-18,C-EXV14 (430Gr) (8.3K)",5.37 USD 216.39 TL,5.37,8300,30,1,18390,"CANON C-EXV14, GPR28, G28: IR2016, IR2018, IR2020, IR2022, IR2025, IR2116, IR2120, IR2030, IR2318, IR2320, IR2420, IR2422"
CANON FX-10 (2K),5.09 USD 205.11 TL,5.09,2000,50,1,15204,"CANON FX9, FX10: L90, L100, L120, L140, L160, MF4010, MF4100, MF4110, MF4120, MF4140, MF4150, MF4160, MF4270, MF4320, MF4330, MF4340, MF4350, MF4370, MF4380, MF4660, MF4660, MF4690, MF6570, D420, D450, D480"
CANON EP-27 (2.5K),6.39 USD 257.50 TL,6.39,2500,30,1,15205,"CANON EP27: LBP300, LBP3200, LBP 3210, MF3110, MF3111, MF3220, MF3240, MF5500, MF5530, MF5550, MF5630, MF5650, MF5730, MF5750, MF5770"
CANON CRG-732Y Yellow (6.4K),15.00 USD 604.45 TL,15.00,6400,1,0,11766,CANON CRG732Y: LBP7780
CANON CRG-732M Magenta (6.4K),15.00 USD 604.45 TL,15.00,6400,1,0,11765,CANON CRG732M: LBP7780
CANON CRG-732HBK Black Yüksek Kapasite (12K),16.00 USD 644.75 TL,16.00,12000,4,0,11762,CANON CRG732HBK: LBP7780
CANON CRG-732C Cyan (6.4K),15.00 USD 604.45 TL,15.00,6400,1,0,11764,CANON CRG732C: LBP7780
CANON CRG-732BK Black (6.1K),15.00 USD 604.45 TL,15.00,6100,1,0,11763,CANON CRG732BK: LBP7780
CANON CRG-720 (5K),6.83 USD 275.23 TL,6.83,5000,0,0,11375,"CANON CRG720: MF6680, D1100, D1120, D1150, D1170, D1180, D1320, D1370, D1520, D1550"
CANON CRG-073 (27K),"34.00 USD 1,370.08 TL",34.00,27000,20,0,16579,"CANON CRG073: LBP361, LBP362"
CANON CRG-072H (4.1K),"28.00 USD 1,128.30 TL",28.00,4100,10,1,17126,"CANON CRG072H: LBP172, MF284, MF287, MF289"
CANON CRG-072 (1.4K),22.67 USD 913.52 TL,22.67,1400,10,0,17125,"CANON CRG072: LBP172, MF284, MF287, MF289"
CANON CRG-071H Chipsiz (2.5k),5.35 USD 215.59 TL,5.35,2500,100,10,16267,"CANON CRG-071H: LBP122, MF272, MF275"
CANON CRG-071H (2.5K),10.27 USD 413.85 TL,10.27,2500,100,0,16833,"CANON CRG071H: LBP122, MF272, MF275"
CANON CRG-071 Chipsiz (1.2k),4.50 USD 181.33 TL,4.50,1200,100,2,16266,"CANON CRG-071: LBP122, MF272, MF275"
CANON CRG-071 (1.2K),9.33 USD 375.97 TL,9.33,1200,50,0,16831,"CANON CRG071: LBP122, MF272, MF275"
CANON CRG-070H Chipsiz (10.2k),7.90 USD 318.34 TL,7.90,10200,100,20,16269,"CANON CRG070H: LBP243, LBP246, LBP247, MF461, MF462, MF463, MF465"
CANON CRG-070H (10.2K),15.87 USD 639.51 TL,15.87,10200,1,1,16827,"CANON CRG070H: LBP243, LBP246, LBP247, MF461, MF462, MF463, MF465"
CANON CRG-070 Chipsiz (3k),6.72 USD 270.79 TL,6.72,3000,50,9,16268,"CANON CRG070: LBP243, LBP246, LBP247, MF461, MF462, MF463, MF465"
CANON CRG-070 (3K),11.20 USD 451.32 TL,11.20,3000,40,1,16825,"CANON CRG070: LBP243, LBP246, LBP247, MF461, MF462, MF463, MF465"
CANON CRG-069Y Yellow Chipsiz (1.9K),8.20 USD 330.43 TL,8.20,1900,50,1,16291,"CANON CRG069Y: LBP673, MF752, MF754"
CANON CRG-069Y Yellow (1.9K),14.31 USD 576.64 TL,14.31,1900,100,0,14966,"CANON CRG069Y: LBP673, MF752, MF754"
CANON CRG-069M Magenta Chipsiz (1.9K),8.20 USD 330.43 TL,8.20,1900,50,1,16290,"CANON CRG069M: LBP673, MF752, MF754"
CANON CRG-069M Magenta (1.9K),14.31 USD 576.64 TL,14.31,1900,100,0,14965,"CANON CRG069M: LBP673, MF752, MF754"
CANON CRG-069HY Yellow Chipsiz (7.6K),9.46 USD 381.21 TL,9.46,7600,50,1,16295,"CANON CRG069HY: LBP673, MF752, MF754"
CANON CRG-069HY Yellow (7.6K),18.04 USD 726.95 TL,18.04,7600,100,0,14970,"CANON CRG069HY: LBP673, MF752, MF754"
CANON CRG-069HM Magenta Chipsiz (7.6K),9.46 USD 381.21 TL,9.46,7600,50,0,16294,"CANON CRG069HM: LBP673, MF752, MF754"
CANON CRG-069HM Magenta (7.6K),18.04 USD 726.95 TL,18.04,7600,100,0,14969,"CANON CRG069HM: LBP673, MF752, MF754"
CANON CRG-069HC Cyan Chipsiz (7.6K),9.46 USD 381.21 TL,9.46,7600,50,0,16293,"CANON CRG069HC: LBP673, MF752, MF754"
CANON CRG-069HC Cyan (7.6K),18.04 USD 726.95 TL,18.04,7600,100,0,14968,"CANON CRG069HC: LBP673, MF752, MF754"
CANON CRG-069HBK Black Chipsiz (7.6K),9.77 USD 393.70 TL,9.77,7600,100,2,16292,"CANON CRG069HBK: LBP673, MF752, MF754"
CANON CRG-069HBK Black (7.6K),18.04 USD 726.95 TL,18.04,7600,100,2,14967,"CANON CRG069HBK: LBP673, MF752, MF754"
CANON CRG-069C Cyan Chipsiz (1.9K),8.20 USD 330.43 TL,8.20,1900,50,1,16289,"CANON CRG069C: LBP673, MF752, MF754"
CANON CRG-069C Cyan (1.9K),14.31 USD 576.64 TL,14.31,1900,100,0,14964,"CANON CRG069C: LBP673, MF752, MF754"
CANON CRG-069BK Black Chipsiz (2.1K),8.20 USD 330.43 TL,8.20,2100,100,1,16288,"CANON CRG069BK: LBP673, MF752, MF754"
CANON CRG-069BK Black (2.1K),14.31 USD 576.64 TL,14.31,2100,100,3,14963,"CANON CRG069BK: LBP673, MF752, MF754"
CANON CRG-064H Yellow (10.4k),"54.31 USD 2,188.51 TL",54.31,10400,4,0,16078,"CANON CRG064H: LBP722, MF823"
CANON CRG-064H Magenta (10.4k),"54.31 USD 2,188.51 TL",54.31,10400,4,0,16077,"CANON CRG064H: LBP722, MF823"
CANON CRG-064H Cyan (10.4k),"54.31 USD 2,188.51 TL",54.31,10400,4,0,16076,"CANON CRG064H: LBP722, MF823"
CANON CRG-064H Black (13.4k),"54.31 USD 2,188.51 TL",54.31,13400,1,0,16075,"CANON CRG064H: LBP722, MF823"
CANON CRG-064 Yellow (5k),"41.67 USD 1,679.16 TL",41.67,5000,1,0,16074,"CANON CRG064: LBP722, MF823"
CANON CRG-064 Magenta (5k),"41.67 USD 1,679.16 TL",41.67,5000,1,0,16073,"CANON CRG064: LBP722, MF823"
CANON CRG-064 Cyan (5k),"41.67 USD 1,679.16 TL",41.67,5000,0,0,16072,"CANON CRG064: LBP722, MF823"
CANON CRG-064 Black (6K),"41.67 USD 1,679.16 TL",41.67,6000,0,0,16071,"CANON CRG064: LBP722, MF823"
CANON CRG-057H (10K),12.09 USD 487.19 TL,12.09,10000,20,4,14933,"CANON CRG-057H: LBP223, LBP226, LBP228, LBP233, LBP236, LBP237, MF443, MF445, MF446, MF449, MF451, MF452, MF453, MF455"
CANON CRG-057 (3.1K),10.00 USD 402.97 TL,10.00,3100,100,1,14932,"CANON CRG-057: LBP223, LBP226, LBP228, LBP233, LBP236, LBP237, MF443, MF445, MF446, MF449, MF451, MF452, MF453, MF455"
CANON CRG-056L (5k),15.83 USD 637.90 TL,15.83,5000,10,2,13158,"CANON CRG056L: LBP325, MF542, MF543, MF552, MF553"
CANON CRG-056 (10k),20.83 USD 839.38 TL,20.83,10000,30,0,13159,"CANON CRG056: LBP325, MF542, MF543, MF552, MF553"
CANON CRG-055Y Yellow (2.1K),8.42 USD 339.30 TL,8.42,2100,20,4,13157,"CANON CRG055 Y: LBP653, LBP662, LBP663, LBP664, MF741, MF742, MF743, MF744, MF745, MF746"
CANON CRG-055M Magenta (2.1K),8.42 USD 339.30 TL,8.42,2100,20,4,13156,"CANON CRG055 M: LBP653, LBP662, LBP663, LBP664, MF741, MF742, MF743, MF744, MF745, MF746"
CANON CRG-055HY Yellow (5.9K),15.00 USD 604.45 TL,15.00,5900,10,0,13153,"CANON CRG055H Y: LBP653, LBP662, LBP663, LBP664, MF741, MF742, MF743, MF744, MF745, MF746"
CANON CRG-055HM Magenta (5.9K),15.00 USD 604.45 TL,15.00,5900,10,0,13152,"CANON CRG055H M: LBP653, LBP662, LBP663, LBP664, MF741, MF742, MF743, MF744, MF745, MF746"
CANON CRG-055HC Cyan (5.9K),15.00 USD 604.45 TL,15.00,5900,10,0,13151,"CANON CRG055H C: LBP653, LBP662, LBP663, LBP664, MF741, MF742, MF743, MF744, MF745, MF746"
CANON CRG-055HBK Black (7.6K),15.00 USD 604.45 TL,15.00,7600,20,2,13150,"CANON CRG055H BK: LBP653, LBP662, LBP663, LBP664, MF741, MF742, MF743, MF744, MF745, MF746"
CANON CRG-055C Cyan (2.1K),8.42 USD 339.30 TL,8.42,2100,20,4,13155,"CANON CRG055 C: LBP653, LBP662, LBP663, LBP664, MF741, MF742, MF743, MF744, MF745, MF746"
CANON CRG-055BK Black (2.4K),8.42 USD 339.30 TL,8.42,2400,20,5,13154,"CANON CRG055 BK: LBP653, LBP662, LBP663, LBP664, MF741, MF742, MF743, MF744, MF745, MF746"
CANON C-EXV67 & NPG-90 (33K),"38.12 USD 1,536.11 TL",38.12,33000,10,0,16390,"CANON C-EXV67, NPG-90: IR 2925, IR2930, IR2935, IR2945"
CANON C-EXV66 & GPR67 & NPG-89 (785Gr./44.5K),"45.98 USD 1,852.84 TL",45.98,44500,20,0,16388,"CANON C-EXV66, GPR67, NPG-89: IR Advance DX4925, DX4935, DX4945"
"CANON C-EXV64Y & GPR-66Y & NPG88Y Yellow (370Gr./25,5k)","38.86 USD 1,565.93 TL",38.86,25500,20,0,16386,"CANON C-EXV64, GPR-66, NPG88: IR Advance DXC3922, DXC3926, DXC3930, DXC3935"
"CANON C-EXV64M&GPR-66M & NPG88M Magenta (370Gr./25,5k)","38.86 USD 1,565.93 TL",38.86,25500,20,0,16385,"CANON C-EXV64, GPR-66, NPG88: IR Advance DXC3922, DXC3926, DXC3930, DXC3935"
CANON C-EXV64K & GPR-66K&NPG88K Black (661Gr./38k),"38.86 USD 1,565.93 TL",38.86,38000,20,0,16383,"CANON C-EXV64, GPR-66, NPG88: IR Advance DXC3922, DXC3926, DXC3930, DXC3935"
"CANON C-EXV64C & GPR-66C & NPG88 Cyan (370Gr./25,5k)","38.86 USD 1,565.93 TL",38.86,25500,20,0,16384,"CANON C-EXV64, GPR-66, NPG88: IR Advance DXC3922, DXC3926, DXC3930, DXC3935"
CANON C-EXV61 & GPR-63 & NPG-85 (991Gr/71.5k),"61.47 USD 2,477.03 TL",61.47,71500,10,0,16100,"CANON C-EXV61, GPR63, NPG85: IR ADVANCE DX6855, DX6860, DX6870"
CANON C-EXV59 (1325Gr/30k),24.44 USD 984.85 TL,24.44,30000,50,0,13188,"CANON C-EXV59: IR2625,IR2630,IR2635,IR2645"
CANON C-EXV58 & GPR-61 & NPG-83 Yellow (680Gr./60K),"61.11 USD 2,462.53 TL",61.11,60000,20,0,14879,"CANON C-EXV58, GPR-61, NPG-83: DXC5840, DXC5850, DXC5860, DXC5870, DXC6860, DXC6870"
CANON C-EXV58 & GPR-61 & NPG-83 Magenta (680Gr./60K),"61.11 USD 2,462.53 TL",61.11,60000,20,0,14878,"CANON C-EXV58, GPR-61, NPG-83: DXC5840, DXC5850, DXC5860, DXC5870, DXC6860, DXC6870"
CANON C-EXV58 & GPR-61 & NPG-83 Cyan (680Gr./60K),"61.11 USD 2,462.53 TL",61.11,60000,20,0,14877,"CANON C-EXV58, GPR-61, NPG-83: DXC5840, DXC5850, DXC5860, DXC5870, DXC6860, DXC6870"
CANON C-EXV58 & GPR-61 & NPG-83 Black (995Gr./71K),"55.00 USD 2,216.31 TL",55.00,71000,20,0,14876,"CANON C-EXV58, GPR-61, NPG-83: XC5840, DXC5850, DXC5860, DXC5870, DXC6860, DXC6870"
CANON C-EXV55 Yellow (320Gr./18K),21.00 USD 846.23 TL,21.00,18000,50,0,13196,"CANON C-EXV55: IR-C256,IR-C257,IR-C356,IR-C357"
CANON C-EXV55 Magenta (320Gr./18K),21.00 USD 846.23 TL,21.00,18000,50,0,13195,"CANON C-EXV55: IR-C256,IR-C257,IR-C356,IR-C357"
CANON C-EXV55 Cyan (320Gr./18K),21.00 USD 846.23 TL,21.00,18000,50,0,13194,"CANON C-EXV55: IR-C256,IR-C257,IR-C356,IR-C357"
CANON C-EXV55 Black (330Gr./23K),21.00 USD 846.23 TL,21.00,23000,100,0,13193,"CANON C-EXV55: IR-C256,IR-C257,IR-C356,IR-C357"
CANON C-EXV54 Yellow (207Gr/8.5k),19.17 USD 772.49 TL,19.17,8500,30,0,12894,"CANON C-EXV54: IRC3025, IRC3125"
CANON C-EXV54 Magenta (207Gr/8.5k),19.17 USD 772.49 TL,19.17,8500,30,0,12893,"CANON C-EXV54: IRC3025, IRC3125"
CANON C-EXV54 Cyan (207Gr/8.5k),19.17 USD 772.49 TL,19.17,8500,30,0,12892,"CANON C-EXV54: IRC3025, IRC3125"
CANON C-EXV54 Black (342Gr/15.5k),19.17 USD 772.49 TL,19.17,15500,50,0,12891,"CANON C-EXV54: IRC3025, IRC3125"
CANON C-EXV53 & GPR-57 & NPG-73 (1747Gr/42.1k),"26.79 USD 1,079.55 TL",26.79,42100,100,1,12896,"CANON C-EXV53, GPR-57, NPG-73: IR4525, IR4535, IR4545, IR4551, IR4553, IR4555, DX4725, DX4735, DX4745, DX4751"
CANON C-EXV51&GPR-55 & NPG-71 Yellow (680Gr/60K),"39.38 USD 1,586.88 TL",39.38,60000,100,0,13070,"CANON C-EXV51, GPR-55, NPG-71: IR-C5535, IR-C5540, IR-C5550, IR-C5560, IR-C5735, IR-C5740, IR-C5750, IR-C5760"
CANON C-EXV51&GPR-55 & NPG-71 Magenta (680Gr/60K),"39.38 USD 1,586.88 TL",39.38,60000,100,0,13069,"CANON C-EXV51, GPR-55, NPG-71: IR-C5535, IR-C5540, IR-C5550, IR-C5560, IR-C5735, IR-C5740, IR-C5750, IR-C5760"
CANON C-EXV51&GPR-55 & NPG-71 Cyan (680Gr/60K),"39.38 USD 1,586.88 TL",39.38,60000,100,0,13068,"CANON C-EXV51, GPR-55, NPG-71: IR-C5535, IR-C5540, IR-C5550, IR-C5560, IR-C5735, IR-C5740, IR-C5750, IR-C5760"
CANON C-EXV51&GPR-55 & NPG-71 Black (995Gr/69K),"42.41 USD 1,708.98 TL",42.41,69000,100,0,13067,"CANON C-EXV51, GPR-55, NPG-71: IR-C5535, IR-C5540, IR-C5550, IR-C5560, IR-C5735, IR-C5740, IR-C5750, IR-C5760"
"CANON C-EXV50 & NPG-68 & GPR-54 (650Gr/17,6k)",12.50 USD 503.71 TL,12.50,17600,100,2,12634,"CANON C-EXV50, NPG-68, GPR-54: IR1435"
CANON C-EXV5 (460 Gr) (8.3K),3.00 USD 120.89 TL,3.00,8300,5,0,18372,"CANON C-EXV5: IR210F, IR1600, IR1610, IR2000, IR2010"
CANON C-EXV49 Yellow (463Gr./19K),24.44 USD 984.85 TL,24.44,19000,100,2,11664,"CANON C-EXV49: IR-C3320, IR-C3325, IR-C3330, IR-C3500, IR-C3520, IR-C3525, IR-C3530, IR-C3720, IR-C3725, IR-C3730, IR-C3822, IR-C3826, IR-C3830, IR-C3835"
CANON C-EXV49 Magenta (463Gr./19K),24.44 USD 984.85 TL,24.44,19000,100,2,11663,"CANON C-EXV49: IR-C3320, IR-C3325, IR-C3330, IR-C3500, IR-C3520, IR-C3525, IR-C3530, IR-C3720, IR-C3725, IR-C3730, IR-C3822, IR-C3826, IR-C3830, IR-C3835"
